periode,geo,type_matiere,producteur,volume_tonnes
2018,Alberta,Textiles,Toutes les sources des matières récupérées,
2020,Alberta,Textiles,Toutes les sources des matières récupérées,
2022,Alberta,Textiles,Toutes les sources des matières récupérées,
2018,Alberta,Textiles,Sources des matières résidentielles récupérées,
2020,Alberta,Textiles,Sources des matières résidentielles récupérées,
2022,Alberta,Textiles,Sources des matières résidentielles récupérées,
2018,Alberta,Textiles,Sources des matières non résidentielles récupérées,
2020,Alberta,Textiles,Sources des matières non résidentielles récupérées,
2022,Alberta,Textiles,Sources des matières non résidentielles récupérées,
2018,Alberta,Pneus,Toutes les sources des matières récupérées,67611.0
2020,Alberta,Pneus,Toutes les sources des matières récupérées,66461.0
2022,Alberta,Pneus,Toutes les sources des matières récupérées,65786.0
2018,Alberta,Pneus,Sources des matières résidentielles récupérées,
2020,Alberta,Pneus,Sources des matières résidentielles récupérées,
2022,Alberta,Pneus,Sources des matières résidentielles récupérées,
2018,Alberta,Pneus,Sources des matières non résidentielles récupérées,
2020,Alberta,Pneus,Sources des matières non résidentielles récupérées,
2022,Alberta,Pneus,Sources des matières non résidentielles récupérées,
2018,Alberta,"Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,71041.0
2020,Alberta,"Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,71884.0
2022,Alberta,"Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,73670.0
2018,Alberta,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,12408.0
2020,Alberta,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,10818.0
2022,Alberta,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,7678.0
2018,Alberta,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,58633.0
2020,Alberta,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,61066.0
2022,Alberta,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,65992.0
2018,Alberta,Toutes les matières organiques,Toutes les sources des matières récupérées,322218.0
2020,Alberta,Toutes les matières organiques,Toutes les sources des matières récupérées,310623.0
2022,Alberta,Toutes les matières organiques,Toutes les sources des matières récupérées,327296.0
2018,Alberta,Toutes les matières organiques,Sources des matières résidentielles récupérées,238548.0
2020,Alberta,Toutes les matières organiques,Sources des matières résidentielles récupérées,227712.0
2022,Alberta,Toutes les matières organiques,Sources des matières résidentielles récupérées,252961.0
2018,Alberta,Toutes les matières organiques,Sources des matières non résidentielles récupérées,83671.0
2020,Alberta,Toutes les matières organiques,Sources des matières non résidentielles récupérées,82911.0
2022,Alberta,Toutes les matières organiques,Sources des matières non résidentielles récupérées,74335.0
2018,Alberta,Déchets de nourriture et matières organiques séparées à la source,Toutes les sources des matières récupérées,178089.0
2020,Alberta,Déchets de nourriture et matières organiques séparées à la source,Toutes les sources des matières récupérées,219502.0
2022,Alberta,Déchets de nourriture et matières organiques séparées à la source,Toutes les sources des matières récupérées,218142.0
2018,Alberta,Déchets de nourriture et matières organiques séparées à la source,Sources des matières résidentielles récupérées,
2020,Alberta,Déchets de nourriture et matières organiques séparées à la source,Sources des matières résidentielles récupérées,176175.0
2022,Alberta,Déchets de nourriture et matières organiques séparées à la source,Sources des matières résidentielles récupérées,179107.0
2018,Alberta,Déchets de nourriture et matières organiques séparées à la source,Sources des matières non résidentielles récupérées,
2020,Alberta,Déchets de nourriture et matières organiques séparées à la source,Sources des matières non résidentielles récupérées,43327.0
2022,Alberta,Déchets de nourriture et matières organiques séparées à la source,Sources des matières non résidentielles récupérées,39035.0
2018,Alberta,Feuilles et résidus de jardin,Toutes les sources des matières récupérées,62071.0
2020,Alberta,Feuilles et résidus de jardin,Toutes les sources des matières récupérées,64337.0
2022,Alberta,Feuilles et résidus de jardin,Toutes les sources des matières récupérées,59133.0
2018,Alberta,Feuilles et résidus de jardin,Sources des matières résidentielles récupérées,
2020,Alberta,Feuilles et résidus de jardin,Sources des matières résidentielles récupérées,42520.0
2022,Alberta,Feuilles et résidus de jardin,Sources des matières résidentielles récupérées,41039.0
2018,Alberta,Feuilles et résidus de jardin,Sources des matières non résidentielles récupérées,
2020,Alberta,Feuilles et résidus de jardin,Sources des matières non résidentielles récupérées,21817.0
2022,Alberta,Feuilles et résidus de jardin,Sources des matières non résidentielles récupérées,18094.0
2018,Alberta,Autres matières organiques,Toutes les sources des matières récupérées,82058.0
2020,Alberta,Autres matières organiques,Toutes les sources des matières récupérées,26784.0
2022,Alberta,Autres matières organiques,Toutes les sources des matières récupérées,50021.0
2018,Alberta,Autres matières organiques,Sources des matières résidentielles récupérées,
2020,Alberta,Autres matières organiques,Sources des matières résidentielles récupérées,9017.0
2022,Alberta,Autres matières organiques,Sources des matières résidentielles récupérées,32815.0
2018,Alberta,Autres matières organiques,Sources des matières non résidentielles récupérées,
2020,Alberta,Autres matières organiques,Sources des matières non résidentielles récupérées,17767.0
2022,Alberta,Autres matières organiques,Sources des matières non résidentielles récupérées,17206.0
2018,Alberta,Autres matières,Toutes les sources des matières récupérées,3769.0
2020,Alberta,Autres matières,Toutes les sources des matières récupérées,5094.0
2022,Alberta,Autres matières,Toutes les sources des matières récupérées,
2018,Alberta,Autres matières,Sources des matières résidentielles récupérées,1887.0
2020,Alberta,Autres matières,Sources des matières résidentielles récupérées,1695.0
2022,Alberta,Autres matières,Sources des matières résidentielles récupérées,
2018,Alberta,Autres matières,Sources des matières non résidentielles récupérées,1882.0
2020,Alberta,Autres matières,Sources des matières non résidentielles récupérées,3399.0
2022,Alberta,Autres matières,Sources des matières non résidentielles récupérées,
2018,Colombie-Britannique,Toutes les matières,Toutes les sources des matières récupérées,1742710.0
2020,Colombie-Britannique,Toutes les matières,Toutes les sources des matières récupérées,1845493.0
2022,Colombie-Britannique,Toutes les matières,Toutes les sources des matières récupérées,1771143.0
2018,Colombie-Britannique,Toutes les matières,Sources des matières résidentielles récupérées,
2020,Colombie-Britannique,Toutes les matières,Sources des matières résidentielles récupérées,
2022,Colombie-Britannique,Toutes les matières,Sources des matières résidentielles récupérées,
2018,Colombie-Britannique,Toutes les matières,Sources des matières non résidentielles récupérées,
2020,Colombie-Britannique,Toutes les matières,Sources des matières non résidentielles récupérées,
2022,Colombie-Britannique,Toutes les matières,Sources des matières non résidentielles récupérées,
2018,Colombie-Britannique,Toutes les fibres de papier,Toutes les sources des matières récupérées,553596.0
2020,Colombie-Britannique,Toutes les fibres de papier,Toutes les sources des matières récupérées,560304.0
2022,Colombie-Britannique,Toutes les fibres de papier,Toutes les sources des matières récupérées,534645.0
2018,Colombie-Britannique,Toutes les fibres de papier,Sources des matières résidentielles récupérées,119987.0
2020,Colombie-Britannique,Toutes les fibres de papier,Sources des matières résidentielles récupérées,193020.0
2022,Colombie-Britannique,Toutes les fibres de papier,Sources des matières résidentielles récupérées,134446.0
2018,Colombie-Britannique,Toutes les fibres de papier,Sources des matières non résidentielles récupérées,433609.0
2020,Colombie-Britannique,Toutes les fibres de papier,Sources des matières non résidentielles récupérées,367284.0
2022,Colombie-Britannique,Toutes les fibres de papier,Sources des matières non résidentielles récupérées,400199.0
2018,Colombie-Britannique,Verre,Toutes les sources des matières récupérées,118109.0
2020,Colombie-Britannique,Verre,Toutes les sources des matières récupérées,114921.0
2022,Colombie-Britannique,Verre,Toutes les sources des matières récupérées,111109.0
2018,Colombie-Britannique,Verre,Sources des matières résidentielles récupérées,72748.0
2020,Colombie-Britannique,Verre,Sources des matières résidentielles récupérées,86888.0
2022,Colombie-Britannique,Verre,Sources des matières résidentielles récupérées,73641.0
2018,Colombie-Britannique,Verre,Sources des matières non résidentielles récupérées,45361.0
2020,Colombie-Britannique,Verre,Sources des matières non résidentielles récupérées,28033.0
2022,Colombie-Britannique,Verre,Sources des matières non résidentielles récupérées,37468.0
2018,Colombie-Britannique,Métaux ferreux,Toutes les sources des matières récupérées,69254.0
2020,Colombie-Britannique,Métaux ferreux,Toutes les sources des matières récupérées,79273.0
2022,Colombie-Britannique,Métaux ferreux,Toutes les sources des matières récupérées,81247.0
2018,Colombie-Britannique,Métaux ferreux,Sources des matières résidentielles récupérées,15997.0
2020,Colombie-Britannique,Métaux ferreux,Sources des matières résidentielles récupérées,11532.0
2022,Colombie-Britannique,Métaux ferreux,Sources des matières résidentielles récupérées,17720.0
2018,Colombie-Britannique,Métaux ferreux,Sources des matières non résidentielles récupérées,53257.0
2020,Colombie-Britannique,Métaux ferreux,Sources des matières non résidentielles récupérées,67741.0
2022,Colombie-Britannique,Métaux ferreux,Sources des matières non résidentielles récupérées,63527.0
2018,Colombie-Britannique,Cuivre et aluminium,Toutes les sources des matières récupérées,24870.0
2020,Colombie-Britannique,Cuivre et aluminium,Toutes les sources des matières récupérées,17088.0
2022,Colombie-Britannique,Cuivre et aluminium,Toutes les sources des matières récupérées,17561.0
2018,Colombie-Britannique,Cuivre et aluminium,Sources des matières résidentielles récupérées,3455.0
2020,Colombie-Britannique,Cuivre et aluminium,Sources des matières résidentielles récupérées,5887.0
2022,Colombie-Britannique,Cuivre et aluminium,Sources des matières résidentielles récupérées,6131.0
2018,Colombie-Britannique,Cuivre et aluminium,Sources des matières non résidentielles récupérées,21415.0
2020,Colombie-Britannique,Cuivre et aluminium,Sources des matières non résidentielles récupérées,11200.0
2022,Colombie-Britannique,Cuivre et aluminium,Sources des matières non résidentielles récupérées,11430.0
2018,Colombie-Britannique,Métaux mélangés,Toutes les sources des matières récupérées,54508.0
2020,Colombie-Britannique,Métaux mélangés,Toutes les sources des matières récupérées,60466.0
2022,Colombie-Britannique,Métaux mélangés,Toutes les sources des matières récupérées,59606.0
2018,Colombie-Britannique,Métaux mélangés,Sources des matières résidentielles récupérées,32301.0
2020,Colombie-Britannique,Métaux mélangés,Sources des matières résidentielles récupérées,25480.0
2022,Colombie-Britannique,Métaux mélangés,Sources des matières résidentielles récupérées,24512.0
2018,Colombie-Britannique,Métaux mélangés,Sources des matières non résidentielles récupérées,22207.0
2020,Colombie-Britannique,Métaux mélangés,Sources des matières non résidentielles récupérées,34985.0
2022,Colombie-Britannique,Métaux mélangés,Sources des matières non résidentielles récupérées,35094.0
2018,Colombie-Britannique,Électroménagers,Toutes les sources des matières récupérées,23983.0
2020,Colombie-Britannique,Électroménagers,Toutes les sources des matières récupérées,23038.0
2022,Colombie-Britannique,Électroménagers,Toutes les sources des matières récupérées,25092.0
2018,Colombie-Britannique,Électroménagers,Sources des matières résidentielles récupérées,10740.0
2020,Colombie-Britannique,Électroménagers,Sources des matières résidentielles récupérées,14901.0
2022,Colombie-Britannique,Électroménagers,Sources des matières résidentielles récupérées,14169.0
2018,Colombie-Britannique,Électroménagers,Sources des matières non résidentielles récupérées,13243.0
2020,Colombie-Britannique,Électroménagers,Sources des matières non résidentielles récupérées,8137.0
2022,Colombie-Britannique,Électroménagers,Sources des matières non résidentielles récupérées,10923.0
2018,Colombie-Britannique,Matériel électronique,Toutes les sources des matières récupérées,16893.0
2020,Colombie-Britannique,Matériel électronique,Toutes les sources des matières récupérées,13928.0
2022,Colombie-Britannique,Matériel électronique,Toutes les sources des matières récupérées,13718.0
2018,Colombie-Britannique,Matériel électronique,Sources des matières résidentielles récupérées,
2020,Colombie-Britannique,Matériel électronique,Sources des matières résidentielles récupérées,
2022,Colombie-Britannique,Matériel électronique,Sources des matières résidentielles récupérées,
2018,Colombie-Britannique,Matériel électronique,Sources des matières non résidentielles récupérées,
2020,Colombie-Britannique,Matériel électronique,Sources des matières non résidentielles récupérées,
2022,Colombie-Britannique,Matériel électronique,Sources des matières non résidentielles récupérées,
2018,Colombie-Britannique,Matières plastiques,Toutes les sources des matières récupérées,68137.0
2020,Colombie-Britannique,Matières plastiques,Toutes les sources des matières récupérées,59290.0
2022,Colombie-Britannique,Matières plastiques,Toutes les sources des matières récupérées,63633.0
2018,Colombie-Britannique,Matières plastiques,Sources des matières résidentielles récupérées,31341.0
2020,Colombie-Britannique,Matières plastiques,Sources des matières résidentielles récupérées,38270.0
2022,Colombie-Britannique,Matières plastiques,Sources des matières résidentielles récupérées,41821.0
2018,Colombie-Britannique,Matières plastiques,Sources des matières non résidentielles récupérées,36796.0
2020,Colombie-Britannique,Matières plastiques,Sources des matières non résidentielles récupérées,21020.0
2022,Colombie-Britannique,Matières plastiques,Sources des matières non résidentielles récupérées,21811.0
2018,Colombie-Britannique,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,291.0
2020,Colombie-Britannique,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,2029.0
2022,Colombie-Britannique,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,1910.0
2018,Colombie-Britannique,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,53.0
2020,Colombie-Britannique,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,1794.0
2022,Colombie-Britannique,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,1682.0
2018,Colombie-Britannique,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,238.0
2020,Colombie-Britannique,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,234.0
2022,Colombie-Britannique,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,228.0
2018,Colombie-Britannique,Textiles,Toutes les sources des matières récupérées,1270.0
2020,Colombie-Britannique,Textiles,Toutes les sources des matières récupérées,606.0
2022,Colombie-Britannique,Textiles,Toutes les sources des matières récupérées,566.0
2018,Colombie-Britannique,Textiles,Sources des matières résidentielles récupérées,1270.0
2020,Colombie-Britannique,Textiles,Sources des matières résidentielles récupérées,606.0
2022,Colombie-Britannique,Textiles,Sources des matières résidentielles récupérées,566.0
2018,Colombie-Britannique,Textiles,Sources des matières non résidentielles récupérées,0.0
2020,Colombie-Britannique,Textiles,Sources des matières non résidentielles récupérées,0.0
2022,Colombie-Britannique,Textiles,Sources des matières non résidentielles récupérées,0.0
2018,Colombie-Britannique,Pneus,Toutes les sources des matières récupérées,50230.0
2020,Colombie-Britannique,Pneus,Toutes les sources des matières récupérées,50266.0
2022,Colombie-Britannique,Pneus,Toutes les sources des matières récupérées,51499.0
2018,Colombie-Britannique,Pneus,Sources des matières résidentielles récupérées,
2020,Colombie-Britannique,Pneus,Sources des matières résidentielles récupérées,
2022,Colombie-Britannique,Pneus,Sources des matières résidentielles récupérées,
2018,Colombie-Britannique,Pneus,Sources des matières non résidentielles récupérées,
2020,Colombie-Britannique,Pneus,Sources des matières non résidentielles récupérées,
2022,Colombie-Britannique,Pneus,Sources des matières non résidentielles récupérées,
2018,Colombie-Britannique,"Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,123841.0
2020,Colombie-Britannique,"Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,171640.0
2022,Colombie-Britannique,"Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,171852.0
2018,Colombie-Britannique,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,40167.0
2020,Colombie-Britannique,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,16609.0
2022,Colombie-Britannique,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,16570.0
2018,Colombie-Britannique,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,83674.0
2020,Colombie-Britannique,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,155031.0
2022,Colombie-Britannique,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,155282.0
2018,Colombie-Britannique,Toutes les matières organiques,Toutes les sources des matières récupérées,615683.0
2020,Colombie-Britannique,Toutes les matières organiques,Toutes les sources des matières récupérées,642986.0
2022,Colombie-Britannique,Toutes les matières organiques,Toutes les sources des matières récupérées,624596.0
2018,Colombie-Britannique,Toutes les matières organiques,Sources des matières résidentielles récupérées,388632.0
2020,Colombie-Britannique,Toutes les matières organiques,Sources des matières résidentielles récupérées,439156.0
2022,Colombie-Britannique,Toutes les matières organiques,Sources des matières résidentielles récupérées,426291.0
2018,Colombie-Britannique,Toutes les matières organiques,Sources des matières non résidentielles récupérées,227051.0
2020,Colombie-Britannique,Toutes les matières organiques,Sources des matières non résidentielles récupérées,203830.0
2022,Colombie-Britannique,Toutes les matières organiques,Sources des matières non résidentielles récupérées,198305.0
2018,Colombie-Britannique,Déchets de nourriture et matières organiques séparées à la source,Toutes les sources des matières récupérées,243569.0
2020,Colombie-Britannique,Déchets de nourriture et matières organiques séparées à la source,Toutes les sources des matières récupérées,301312.0
2022,Colombie-Britannique,Déchets de nourriture et matières organiques séparées à la source,Toutes les sources des matières récupérées,299858.0
2018,Colombie-Britannique,Déchets de nourriture et matières organiques séparées à la source,Sources des matières résidentielles récupérées,
2020,Colombie-Britannique,Déchets de nourriture et matières organiques séparées à la source,Sources des matières résidentielles récupérées,179139.0
2022,Colombie-Britannique,Déchets de nourriture et matières organiques séparées à la source,Sources des matières résidentielles récupérées,210987.0
2018,Colombie-Britannique,Déchets de nourriture et matières organiques séparées à la source,Sources des matières non résidentielles récupérées,
2020,Colombie-Britannique,Déchets de nourriture et matières organiques séparées à la source,Sources des matières non résidentielles récupérées,122173.0
2022,Colombie-Britannique,Déchets de nourriture et matières organiques séparées à la source,Sources des matières non résidentielles récupérées,88871.0
2018,Colombie-Britannique,Feuilles et résidus de jardin,Toutes les sources des matières récupérées,131435.0
2020,Colombie-Britannique,Feuilles et résidus de jardin,Toutes les sources des matières récupérées,288695.0
2022,Colombie-Britannique,Feuilles et résidus de jardin,Toutes les sources des matières récupérées,242559.0
2018,Colombie-Britannique,Feuilles et résidus de jardin,Sources des matières résidentielles récupérées,
2020,Colombie-Britannique,Feuilles et résidus de jardin,Sources des matières résidentielles récupérées,245298.0
2022,Colombie-Britannique,Feuilles et résidus de jardin,Sources des matières résidentielles récupérées,181669.0
2018,Colombie-Britannique,Feuilles et résidus de jardin,Sources des matières non résidentielles récupérées,
2020,Colombie-Britannique,Feuilles et résidus de jardin,Sources des matières non résidentielles récupérées,43397.0
2022,Colombie-Britannique,Feuilles et résidus de jardin,Sources des matières non résidentielles récupérées,60890.0
2018,Colombie-Britannique,Autres matières organiques,Toutes les sources des matières récupérées,240679.0
2020,Colombie-Britannique,Autres matières organiques,Toutes les sources des matières récupérées,52979.0
2022,Colombie-Britannique,Autres matières organiques,Toutes les sources des matières récupérées,82179.0
2018,Colombie-Britannique,Autres matières organiques,Sources des matières résidentielles récupérées,
2020,Colombie-Britannique,Autres matières organiques,Sources des matières résidentielles récupérées,14718.0
2022,Colombie-Britannique,Autres matières organiques,Sources des matières résidentielles récupérées,33635.0
2018,Colombie-Britannique,Autres matières organiques,Sources des matières non résidentielles récupérées,
2020,Colombie-Britannique,Autres matières organiques,Sources des matières non résidentielles récupérées,38261.0
2022,Colombie-Britannique,Autres matières organiques,Sources des matières non résidentielles récupérées,48544.0
2018,Colombie-Britannique,Autres matières,Toutes les sources des matières récupérées,22045.0
2020,Colombie-Britannique,Autres matières,Toutes les sources des matières récupérées,49659.0
2022,Colombie-Britannique,Autres matières,Toutes les sources des matières récupérées,14109.0
2018,Colombie-Britannique,Autres matières,Sources des matières résidentielles récupérées,17249.0
2020,Colombie-Britannique,Autres matières,Sources des matières résidentielles récupérées,43155.0
2022,Colombie-Britannique,Autres matières,Sources des matières résidentielles récupérées,11442.0
2018,Colombie-Britannique,Autres matières,Sources des matières non résidentielles récupérées,4796.0
2020,Colombie-Britannique,Autres matières,Sources des matières non résidentielles récupérées,6503.0
2022,Colombie-Britannique,Autres matières,Sources des matières non résidentielles récupérées,2666.0
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Toutes les matières,Toutes les sources des matières récupérées,29319.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Toutes les matières,Toutes les sources des matières récupérées,28820.0
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Toutes les matières,Toutes les sources des matières récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Toutes les matières,Sources des matières résidentielles récupérées,
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Toutes les matières,Sources des matières résidentielles récupérées,
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Toutes les matières,Sources des matières résidentielles récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Toutes les matières,Sources des matières non résidentielles récupérées,
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Toutes les matières,Sources des matières non résidentielles récupérées,
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Toutes les matières,Sources des matières non résidentielles récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Toutes les fibres de papier,Toutes les sources des matières récupérées,4900.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Toutes les fibres de papier,Toutes les sources des matières récupérées,5378.0
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Toutes les fibres de papier,Toutes les sources des matières récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Toutes les fibres de papier,Sources des matières résidentielles récupérées,2128.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Toutes les fibres de papier,Sources des matières résidentielles récupérées,2148.0
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Toutes les fibres de papier,Sources des matières résidentielles récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Toutes les fibres de papier,Sources des matières non résidentielles récupérées,2772.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Toutes les fibres de papier,Sources des matières non résidentielles récupérées,3230.0
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Toutes les fibres de papier,Sources des matières non résidentielles récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Verre,Toutes les sources des matières récupérées,286.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Verre,Toutes les sources des matières récupérées,302.0
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Verre,Toutes les sources des matières récupérées,573.0
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Verre,Sources des matières résidentielles récupérées,249.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Verre,Sources des matières résidentielles récupérées,209.0
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Verre,Sources des matières résidentielles récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Verre,Sources des matières non résidentielles récupérées,37.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Verre,Sources des matières non résidentielles récupérées,93.0
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Verre,Sources des matières non résidentielles récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Métaux ferreux,Toutes les sources des matières récupérées,8352.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Métaux ferreux,Toutes les sources des matières récupérées,8192.0
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Métaux ferreux,Toutes les sources des matières récupérées,6744.0
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Métaux ferreux,Sources des matières résidentielles récupérées,2588.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Métaux ferreux,Sources des matières résidentielles récupérées,2664.0
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Métaux ferreux,Sources des matières résidentielles récupérées,2258.0
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Métaux ferreux,Sources des matières non résidentielles récupérées,5764.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Métaux ferreux,Sources des matières non résidentielles récupérées,5528.0
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Métaux ferreux,Sources des matières non résidentielles récupérées,4487.0
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Cuivre et aluminium,Toutes les sources des matières récupérées,272.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Cuivre et aluminium,Toutes les sources des matières récupérées,
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Cuivre et aluminium,Toutes les sources des matières récupérées,417.0
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Cuivre et aluminium,Sources des matières résidentielles récupérées,269.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Cuivre et aluminium,Sources des matières résidentielles récupérées,
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Cuivre et aluminium,Sources des matières résidentielles récupérées,340.0
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Cuivre et aluminium,Sources des matières non résidentielles récupérées,3.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Cuivre et aluminium,Sources des matières non résidentielles récupérées,
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Cuivre et aluminium,Sources des matières non résidentielles récupérées,77.0
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Métaux mélangés,Toutes les sources des matières récupérées,611.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Métaux mélangés,Toutes les sources des matières récupérées,
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Métaux mélangés,Toutes les sources des matières récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Métaux mélangés,Sources des matières résidentielles récupérées,109.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Métaux mélangés,Sources des matières résidentielles récupérées,
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Métaux mélangés,Sources des matières résidentielles récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Métaux mélangés,Sources des matières non résidentielles récupérées,502.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Métaux mélangés,Sources des matières non résidentielles récupérées,
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Métaux mélangés,Sources des matières non résidentielles récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Électroménagers,Toutes les sources des matières récupérées,114.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Électroménagers,Toutes les sources des matières récupérées,189.0
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Électroménagers,Toutes les sources des matières récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Électroménagers,Sources des matières résidentielles récupérées,103.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Électroménagers,Sources des matières résidentielles récupérées,
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Électroménagers,Sources des matières résidentielles récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Électroménagers,Sources des matières non résidentielles récupérées,11.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Électroménagers,Sources des matières non résidentielles récupérées,
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Électroménagers,Sources des matières non résidentielles récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Matériel électronique,Toutes les sources des matières récupérées,260.0
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Matériel électronique,Toutes les sources des matières récupérées,214.0
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Matériel électronique,Toutes les sources des matières récupérées,259.0
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Matériel électronique,Sources des matières résidentielles récupérées,
2020,"Yukon, Territoires du Nord-Ouest et Nunavut",Matériel électronique,Sources des matières résidentielles récupérées,
2022,"Yukon, Territoires du Nord-Ouest et Nunavut",Matériel électronique,Sources des matières résidentielles récupérées,
2018,"Yukon, Territoires du Nord-Ouest et Nunavut",Matériel électronique,Sources des matières non résidentielles récupérées,
